"id","calories","proteins","fat","carbohydrate","name","image"
"486","157","8.1","8.8","11.4","Kalio otak masakan","https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/sasefoto/original/32036_kalio-otak.JPG"
"487","193","10.6","12.4","9.7","Kalio telur masakan","https://img-global.cpcdn.com/recipes/642209af1316da73/680x482cq70/kalio-telur-foto-resep-utama.jpg"
"488","149","16.6","9.2","0","Kambing daging segar","https://akcdn.detik.net.id/visual/2020/10/27/ilustrasi-daging-kambing_169.jpeg?w=650"
"489","29","3","0.3","5.4","Kangkung","https://www.astronauts.id/blog/wp-content/uploads/2023/01/Mengenal-Manfaat-Kangkung-Bagi-Tubuh--1200x900.jpg"
"490","30","3.2","0.7","4.7","Kangkung kukus","https://cdn1-production-images-kly.akamaized.net/A3CuOjVcvmP6noevlbrt75x6srk=/1200x1200/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3446098/original/094275500_1619997238-stir-fried-vegetables-2245082_1280.jpg"
"491","22","2.5","0.6","3.1","Kangkung rebus","https://cdn0-production-images-kly.akamaized.net/-w7C3Sli-qWhlPa4hmzbg324XkA=/190x0:855x665/1200x1200/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/4353847/original/077195900_1678438446-shutterstock_1262667451.jpg"
"492","52","1.8","3.6","3","Kangkung tumis","https://scm-assets.constant.co/scm/unilever/e9dc924f238fa6cc29465942875fe8f0/17ea3056-4e78-4d25-bd54-cf3a9296188b.jpg"
"493","38","2.4","2","2.6","Kaparende sayur","https://www.gotravelly.com/blog/wp-content/uploads/2021/05/kaparende.jpg"
"494","42","3.3","0.2","9.6","Kapri Muda","https://image-cdn.medkomtek.com/OCSqvD25KLrQq1bSKxrCwGP_oeI=/640x640/smart/klikdokter-media-buckets/medias/2309803/original/019268400_1575683224-Manfaat-Kacang-Kapri-bagi-Kesehatan-by-Brent-Hofacker-123rf-101578039_s.jpg"
"495","41","2","0.3","7.8","Kapurung","https://rasabunda.com/wp-content/uploads/2021/08/Kapurung.jpg"
"496","146.7","5.9","5.9","19.7","Karedok ","https://asset.kompas.com/crops/szsUOraQ00vakiV0314KT6-71v8=/0x0:1000x667/750x500/data/photo/2021/07/07/60e56c9f60649.jpg"
"497","92","2.2","3.3","14.1","Karedok sayur","https://asset.kompas.com/crops/jbNcoL1_PmijICoxtO4126XbZgM=/0x0:1000x667/780x390/data/photo/2021/07/07/60e56c9f60649.jpg"
"498","292","11.2","11.2","2.8","Karoket ","https://img-global.cpcdn.com/recipes/3ac8414039a793c2/680x482cq70/karoket-indomie-foto-resep-utama.jpg"
"499","275","12.6","14.8","54.6","Katul Beras","https://cdn.idntimes.com/content-images/post/20170623/rye-bran-2500-56a210e73df78cf7727192c2-f82bea323262cc6f562d6321d24ab643_600x400.jpg"
"500","356","9","8.5","64.5","Katul Jagung","https://s2.bukalapak.com/img/2370243413/large/20180830_215736_scaled.jpg"
"501","46","5.7","1.3","9","Kecap","https://awsimages.detik.net.id/community/media/visual/2022/07/18/titik-kritis-kehalalan-kecap-1.jpeg?w=700&q=90"
"502","464","1.2","18.6","73","Kecimpring singkong goreng","https://www.eresep.com/media/images/resep/2020/11/18/u9be0rva491sknkbkqfhhuifa1kecip.jpg.1000x650_q85.jpg"
"503","405","32.8","17","36.5","Kecipir biji","https://images.tokopedia.net/img/cache/500-square/product-1/2020/3/27/97682031/97682031_f091ebf8-1cac-4b60-8337-825c870286c9_624_624.jpg"
"504","35","2.9","0.2","0.8","Kecipir buah muda","https://asset-a.grid.id/crop/0x0:0x0/x/photo/2018/05/07/3810331211.jpg"
"505","32","2.9","0.2","5.8","Kecipir muda segar","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/5/4/e8f64f70-84a2-45bc-b615-b63eb60fe9cb.jpg"
"506","34","0.9","1","6.7","Kecombrang segar","https://images.tokopedia.net/img/cache/700/VqbcmM/2021/3/15/aa94797a-c3d6-4f9f-a9e2-942dec4ebeea.jpg"
"507","47","0.5","0.2","10.4","Kedondong segar ","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/12/4/5329d842-9637-48e3-9d33-eb653a5d9f88.jpg"
"508","326","22.8","20.3","13.1","Keju","https://cdns.klimg.com/merdeka.com/i/w/news/2020/05/08/1175035/content_images/670x335/20200508114326-1-ilustrasi-keju-008-destriyana.jpg"
"509","623","2","52.1","36.5","Kelapa hutan kering","https://cf.shopee.co.id/file/b744bbf5c824fbcba58e1aeff62b2e8f"
"510","17","0.2","0.1","3.8","Kelapa Muda air","https://img.okezone.com/content/2023/02/10/298/2762492/6-manfaat-minum-air-kelapa-muda-selain-melepas-dahaga-TMckAbHjlI.jpeg"
"511","68","1","0.9","14","Kelapa Muda daging","https://assets.tokko.io/7785295b-a6a6-4936-ab19-a31759ef44d7/products/images/8f8a1078-27c5-43e8-8a32-93738de68b9d"
"512","359","3.4","34.7","14","Kelapa Tua daging","https://asset-a.grid.id/crop/0x0:0x0/x/photo/2022/09/06/daging-kelapajpg-20220906030742.jpg"
"513","214","5.4","5.4","40.2","Kelepon ","https://caramembuat.id/wp-content/uploads/2022/06/Cara-Membuat-Klepon-Ketan-Khas-Bali.webp"
"514","111","1.5","0.3","27.2","Kluwih","https://kecipir.com/blog/wp-content/uploads/2018/02/arto_commun_070509_0128_ltn.jpg"
"515","142","16.9","7.8","0","Kelinci daging segar","https://cdn0-production-images-kly.akamaized.net/Gw1RJQgcjxFIOkJZPYqIZasno4E=/1200x1200/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/759485/original/044795000_1414853739-rabbit-carcass-1-rev.jpg"
"516","48","1","0.2","11.9","Kemang","https://www.mongabay.co.id/wp-content/uploads/2017/11/Kemang.jpg"
"517","380","48.9","13.8","23.3","Kembang tahu","https://asset.kompas.com/crops/sgS6iHzRJjt2l5GMjgtm8spQscM=/0x0:1000x667/750x500/data/photo/2020/08/22/5f412ff8eee87.jpg"
"518","636","19","63","8","Kemiri","https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2021/10/11044054/Mengenal-Manfaat-Kemiri-untuk-Kesehatan-Tubuh.jpg"
"519","657","15","66","13","Kenari","https://cdn.antaranews.com/cache/800x533/2021/09/03/Screenshot_2021-09-03-09-41-57-05_copy_1055x704.jpg"
"520","83","2","0.1","19.1","Kentang","https://img.freepik.com/free-photo/side-view-basket-bowl-full-potato-sackcloth-wooden-surface-background-with-copy-space_141793-5650.jpg?w=1060&t=st=1684232790~exp=1684233390~hmac=d4c5a62367069d98e3ddf3935be7b63e3f650cd00d6f80da197e948280b1e1b3"
"521","142","0.9","0.4","33.7","Kentang Hitam","https://www.satuharapan.com/uploads/cache/news_69316_1481712492.jpg"
"522","64","12","1","2","Keong","https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2020/09/03/639552413.jpg"
"523","204","2.6","20","4","Krim","https://www.donnemagazine.it/wp-content/uploads/2015/05/panna-montata-1.jpg"
"524","151","13.8","3.8","14.1","Kepiting","https://thumb.tvonenews.com/thumbnail/2022/09/09/631ae5a4f1c8b-ilustrasi-makanan-laut-kepiting_1265_711.jpg"
"525","59","18","1.1","3.6","Kerang","https://i0.wp.com/resepkoki.id/wp-content/uploads/2017/02/Kerang-Tiram.jpg?fit=740%2C471&ssl=1"
"526","393","38.9","13.3","29.4","Kerang asap mentah","https://paxelmarket.co/wp-content/uploads/2022/06/Screen-Shot-2022-06-29-at-10.00.22.png"
"527","357","41.1","10","25.6","Kerang dendeng mentah","https://4.bp.blogspot.com/-5I6Zu0DTOK8/V6wE5yIdA-I/AAAAAAAAJGY/SQEdOWqHUoEpdwm-J9RhQMDoXODT-zkrwCLcB/s1600/DK1x.jpg"
"528","79","18.7","0.5","0","Kerbau daging segar","https://milenianews.com/wp-content/uploads/2020/08/dagingkerbau.jpg"
"529","586","4.9","40.6","50.2","Keripik bayam","https://asset.kompas.com/crops/jYESdylVwVMIxcGzRhIFfZhPjnI=/0x28:1000x694/750x500/data/photo/2021/06/12/60c3ff4b72ad0.jpeg"
"530","446","2.8","14.5","76","Keripik gadung","https://www.ngadipuro.desa.id/desa/upload/artikel/sedang_1634355777_keripik-gadung.jpg"
"531","448","2.7","18.8","67.1","Keripik kentang","https://asset.kompas.com/crops/TaJKfxhk6isVM1cCWS03MJ-LeZw=/32x12:1000x657/780x390/data/photo/2022/05/25/628d7e2eb24a9.jpg"
"532","485","1.7","22.2","69.7","Keripik lampung","https://img-global.cpcdn.com/recipes/42103518f5a03444/680x482cq70/keripik-pisang-coklat-khas-lampung-foto-resep-utama.jpg"
"533","598","8.3","43.8","42.6","Keripik oncom","https://images.tokopedia.net/img/cache/700/product-1/2020/8/16/58377017/58377017_c917b0cd-8da8-412b-834f-792308dd5144_538_538"
"534","478","0.9","20.7","72","Keripik singkong","https://www.astronauts.id/blog/wp-content/uploads/2022/09/Olahan-Keripik-Khas-Indonesia-yang-Bikin-Kamu-Ketagihan-1024x683.jpg"
"535","481","2.2","19.7","73.6","Keripik singkong berbumbu","https://www.primarasa.co.id/images/images/Keripik%20Singkong%20Balado%20-%20resep.jpg"
"536","581","12.1","40.6","41.7","Keripik tempe","https://assets.pikiran-rakyat.com/crop/0x0:0x0/750x500/photo/2022/07/19/1076813219.png"
"537","486","0.2","23.9","67.6","Keripik ubi","https://kurio-img.kurioapps.com/21/09/02/38b4842e-bbd0-4c81-9ac4-2f41364dfbfc.jpe"
"538","350","0.5","0.2","85.9","Kerupuk Aci","https://alatpresplastik.com/wp-content/uploads/2022/01/kekekeru.jpg"
"539","444","6.9","14.6","71.3","Kerupuk cumi goreng","https://pesonanusantara.co.id/images/upload//p/e/pes-kerupuk-cumi-mgl.jpg"
"540","342","16","0.4","65.6","Kerupuk Ikan berpati","https://cdns.klimg.com/merdeka.com/i/w/news/2022/01/30/1402857/content_images/670x335/20220130223844-1-kerupuk-ikan-patin-001-fellyanda-suci-agiesta.jpg"
"541","325","1.8","0.4","78.5","Kerupuk kemplang  (ikan) mentah","https://images.tokopedia.net/img/cache/700/product-1/2020/6/7/805229013/805229013_ce2eef00-1652-44ff-a3b0-e8d021721b55_1560_1560.jpg"
"542","504","5.6","28.1","57.1","Kerupuk kemplang goreng","https://asset.kompas.com/crops/Qu-uGRiw6A4NINs_6VhIZBrvp1I=/0x386:667x831/750x500/data/photo/2021/05/12/609b4a1d9af08.jpg"
"543","356","9.7","1.1","76.9","Kerupuk kemplang panggang","https://cdns.klimg.com/merdeka.com/i/w/news/2020/11/20/1244821/content_images/670x335/20201120144433-1-ilustrasi-kemplang-001-tantri-setyorini.jpg"
"544","422","83","4","0","Kerupuk Kulit kerbau","https://halalmui.org/wp-content/uploads/2022/09/2022-09-01-Kerupuk-Kulit-Kenali-Bahaya-dan-Potensi-Haramnya.jpg"
"545","345","12","1.5","71.5","Kerupuk Melinjo mentah","https://s1.bukalapak.com/img/60256105411/large/data.png"
"546","431","11.1","16.2","63","Kerupuk Melinjo goreng asin","https://assets.indozone.id/content/2021/10/31/qEsgvo3/gampang-ini-cara-membuat-emping-melinjo-yang-gurih-dan-renyah30_700.jpg"
"547","439","10","16.4","65.7","Kerupuk Melinjo goreng manis","https://assets.indozone.id/content/2021/10/31/qEsgvo3/gampang-ini-cara-membuat-emping-melinjo-yang-gurih-dan-renyah30_700.jpg"
"548","476","0.1","21.1","71.3","Kerupuk mie kuning goreng","https://id-test-11.slatic.net/p/b79efc608cc0f1f4b19fe026565838ae.jpg"
"549","46.7","17.3","17.3","81.3","Kerupuk Sayong ","https://filebroker-cdn.lazada.co.id/kf/S92719a0bfec8443981796f166617e6eav.jpg"
"550","340","30","30","52","Kerupuk Udang ","https://cdn0-production-images-kly.akamaized.net/ihQHCeKhKldhY8YlTDkiu0ObeqE=/261x0:928x667/1200x900/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3265798/original/012419700_1602564070-shutterstock_1736290877.jpg"
"551","588","53.7","40.9","1.2","Kerupuk urat","https://images.tokopedia.net/img/cache/700/VqbcmM/2021/6/3/15bac8fd-dff8-49eb-9561-81a087a02638.jpg"
"552","78","0.8","0.4","20","Kesemek","https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2023/02/08040440/catat-ini-manfaat-buah-kesemek-bagi-kesehatan-tubuh-halodoc.jpg"
"553","181","4","1.2","37.3","Ketan hitam matang","https://asset.kompas.com/crops/agGJ3o2lK5eMmT-VkGdijGLjgpQ=/0x0:1000x667/750x500/data/photo/2020/10/26/5f965ccbd7c1a.jpg"
"554","163","3","0.4","35.7","Ketan putih matang","https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2018/10/13/211488655.jpg"
"555","340","11","11","54","Ketapang ","https://cdn0-production-images-kly.akamaized.net/bEFvWpDkZsFCndvlKQ2liamvXwM=/0x287:3046x2004/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3989958/original/069432700_1649474910-biji_ketapang.jpg"
"556","157","0.8","0.3","37.9","Ketela Pohon Kuning","https://statik.tempo.co/data/2016/06/07/id_513024/513024_620.jpg"
"557","154","1","0.3","36.8","Ketela singkong segar","https://www.infopublik.id/assets/upload/headline//Singkong.jpg"
"558","153","1.2","0.3","36.4","Ketela singkong kukus","https://blog.tokowahab.com/wp-content/uploads/2018/08/resep-agar-agar-singkong.jpg"
"559","12","0.7","0.1","2.7","Ketimun","https://www.garnesia.com/images/news/b542.jpg"
"560","153","7.9","7.7","13","Ketoprak","https://asset.kompas.com/crops/BiN_oCxCDgkO09b1B_FPfZuvGBw=/0x0:739x493/750x500/data/photo/2020/01/29/5e318845429db.jpg"
"561","404","14.1","16.1","54.2","Ketumbar","https://awsimages.detik.net.id/community/media/visual/2021/08/27/5-manfaat-sehat-minum-air-ketumbar-naikkan-imunitas-dan-detoks-tubuh-3_169.jpeg?w=1200"
"562","212","4","4.6","38.6","Ketupat ketan","https://awsimages.detik.net.id/community/media/visual/2022/05/01/ketupat-ketan-khas-sumatra-2.jpeg?w=1200"
"563","109.6","2.6","2.6","18.6","Ketupat Tahu ","https://asset-a.grid.id/crop/0x0:0x0/x/photo/2021/06/09/resep-kupat-tahu-menu-sarapan-n-20210609032448.jpg"
"564","310","10","24","13.5","Kluwek","https://faktualnews.co/images/2022/01/kluwek.png"
"565","86","1.6","0.2","13","Kokosan","https://cms.sehatq.com/public/img/article_img/buah-kokosan-dan-duku-satu-keluarga-tapi-beda-rasa-1595398922.jpg"
"566","99","3.3","0.1","21.2","Komak polong segar","https://media.istockphoto.com/id/153755664/id/foto/kacang-polong-salju-segar-di-tumpukan-di-latar-belakang-putih.jpg?s=612x612&w=0&k=20&c=MPZCUQdV2lekycXztBESkb2swqE0hgIzUwflaZlFoaw="
"567","25","2.4","0.2","4.9","Kool Kembang","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/11/17/8b6436f9-8344-48fd-9171-b066c4191f94.jpg"
"568","24","1.4","0.2","5.3","kool putih","https://res.cloudinary.com/dk0z4ums3/image/upload/v1627875002/attached_image/walau-bikin-perut-kembung-manfat-kol-ternyata-banyak-lho.jpg"
"569","129","12.3","0.5","35","Kopi bubuk instant","https://cdn.pixabay.com/photo/2014/02/10/11/25/coffee-powder-263354_1280.jpg"
"570","315","2.1","1.4","73.5","Kranji segar","https://lzd-img-global.slatic.net/g/p/e4cd1b24a0e937b48e2afb796900196a.jpg_720x720q80.jpg_.webp"
"571","542","40.3","42.4","11.5","Kripik Tempe Goreng ","https://asset.kompas.com/crops/NvawKpjCGV6FrehArD0C-OBjYSI=/3x0:700x465/750x500/data/photo/2020/12/01/5fc629934653a.jpg"
"572","21","1.7","0.4","3.8","Krokot","https://www.greeners.co/wp-content/uploads/2020/09/Krokot-Tanaman-Gulma-dengan-Segudang-Khasiat-2.jpg"
"573","45","2.2","0.3","10.3","Kucai","https://img-cdn.medkomtek.com/0sG2Fssyrmn9bdgy08HRVYdJE6U=/0x0/smart/filters:quality(75):strip_icc():format(webp)/article/APtPHT6GJD825hl5oB-p_/original/070454600_1570675713-Sejuta-Manfaat-Daun-Kucai-yang-Jarang-Diketahui-Orang-By-K321-Shutterstock_1100191607.jpg"
"574","42","3.8","0.6","7.8","Kucai Muda (Lokio)","https://cdn.shopify.com/s/files/1/0369/8321/0116/products/5161687_e94df3b1-09a5-4656-b592-358959106303_762_762_700x.jpg?v=1587857197"
"575","113","18.1","4.1","0.9","Kuda daging segar","https://awsimages.detik.net.id/community/media/visual/2021/07/29/fakta-daging-kuda-2.jpeg?w=724"
"576","440","3.8","18.5","64.5","Kue ali","https://awsimages.detik.net.id/community/media/visual/2022/06/21/resep-kue-cincin_43.jpeg?w=1200"
"577","186.7","1.6","1.6","39.6","Kue Apem ","https://cdn0-production-images-kly.akamaized.net/1vXhapwViv08dtFYbhhKKEfqiJ0=/0x542:4608x3139/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3479555/original/004272600_1623394884-shutterstock_1952418853.jpg"
"578","338","1.5","1.2","80.3","Kue bangket","https://asset.kompas.com/crops/1zdz3_jE_GfEVcRZKtgL2GokVrA=/0x0:1000x667/750x500/data/photo/2023/02/24/63f805fb8890f.jpeg"
"579","240","1","4","54","Kue Bugis ","https://asset.kompas.com/crops/hHVyMg5BiDHITqTbKdbpz1Un4_c=/0x0:1000x667/750x500/data/photo/2022/06/21/62b109f77f78c.jpeg"
"580","425","1.6","8.8","84.6","Kue jahe","https://kurio-img.kurioapps.com/21/07/21/7ff9c395-9dea-492e-b3a0-ec9c7287dc04.jpe"
"581","591","5.6","42.1","47.5","Kue kelapa","https://assets.suaramerdeka.com/crop/0x0:0x0/750x500/webp/photo/2023/01/03/3184254010.png"
"582","366","4.2","4.3","7.9","Kue Koya ","https://media.karousell.com/media/photos/products/2018/08/23/koya_kacang_suuk_asli_bandung_1535029115_863b9a71_progressive.jpg"
"583","291","3.6","11.1","44.1","Kue lumpur","https://img.kurio.network/u_ismzhaT5An97OjUr0AzVYEjCE=/1200x900/filters:quality(80)/https://kurio-img.kurioapps.com/21/09/21/eec4bac2-8193-41bd-b249-22a4afc28519.jpe"
"584","182","1","1","40.4","Kue mangkok ","https://asset.kompas.com/crops/EUNcgQqWtMLzjyycRK-jWqJPg5Q=/3x0:700x465/750x500/data/photo/2021/01/13/5ffe348f5e49a.jpg"
"585","126.7","0.7","0.7","57.3","Kue Pacar Cina ","https://asset.kompas.com/crops/jkimxsmqIcyNJ_UjeHGJML9sT_4=/0x0:698x465/750x500/data/photo/2021/02/20/603069ab80f59.jpg"
"586","296","1.4","1.4","66.4","Kue Pia ","https://www.resepkuerenyah.com/wp-content/uploads/2015/05/Resep-Kue-Pia-Kacang-Hijau.jpg"
"587","304","5.3","7","54.9","Kue putu cangkir","https://i.ytimg.com/vi/GH8hVDZ3AZA/maxresdefault.jpg"
"588","217","1.2","0.5","53.2","Kue putu singkong","https://asset.kompas.com/crops/4HYsevQAK_PJOcsTRt4Tl0vo4YI=/0x0:1000x667/750x500/data/photo/2021/06/10/60c19ee3dbc24.jpg"
"589","393.3","2.7","2.7","79.3","Kue Satu ","https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Kue_satu_2.JPG/640px-Kue_satu_2.JPG"
"590","380","1","1","92","Kue Semprong ","https://asset.kompas.com/crops/jT3TeOZw6jjDRXgh1-P9Yrz0enI=/0x0:1000x667/750x500/data/photo/2022/01/21/61ea314112848.jpg"
"591","221","7.5","10.2","24.8","Kue sus","https://statics.indozone.news/local/63abe8c5a2d3e.jpg"
"592","180","5","5","32","Kue Talam ","https://cdn.yummy.co.id/content-images/images/20220319/ZDxMHnPOfZAq6tXHCLa9WsgeVwHh5Wb2-31363437363439303336d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/format,webp"
"593","512","26","26","60.4","Kue Tambang ","https://asset.kompas.com/crops/x2yGurVUxpP-COxvvOjVx2P7lL0=/100x67:900x600/750x500/data/photo/2022/04/14/62578f6fbc8b8.jpg"
"594","247","2.9","4.2","49.5","Kue thipan","https://asset.kompas.com/crops/fXb2bs6UVUJNODIGbh7aFfAzUE4=/41x33:950x639/750x500/data/photo/2021/03/05/6041b846aa175.jpg"
"595","111","4.5","1.1","20.7","Kulit melinjo","https://www.tagar.id/Asset/uploads2019/1650333684879-kulit-melinjo.jpg"
"596","63","2","2.7","9.1","Kunyit","https://asset.kompas.com/crops/6wd6YSreRZtdz-lCDTpHxoTIbZA=/0x165:1000x832/750x500/data/photo/2020/11/27/5fc0a1e0529ea.jpg"
"597","515","30.6","42.1","13.8","Kwaci","https://lzd-img-global.slatic.net/g/p/38df63d32f7205e9f443bd8cac8ef122.jpg_720x720q80.jpg_.webp"
"598","17","0.6","0.2","3.8","Labu Air","https://img.okezone.com/content/2021/02/08/481/2358505/yuk-rajin-konsumsi-labu-air-ini-12-manfaatnya-untuk-kesehatan-tubuh-Co3o1Xm8pf.jpg"
"599","51","1.7","0.5","10","Labu kuning segar","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/15/8459499c-3699-48fc-99e9-68c2b3dd27d6.jpg?ect=4g"
"600","26","0.6","0.1","6.7","Labu Siam","https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2023/05/27/3705926699.jpg"
"601","32","1.1","0.1","6.6","Labu waluh segar","https://media.istockphoto.com/id/1276814339/id/foto/irisan-mentah-segar-butternut-squash-di-papan-kayu-tampilan-atas-ke-bawah.jpg?s=612x612&w=0&k=20&c=zCYDW2KS0xuVGjq4k-_AwwkZnCQxapWuuWovVhJvqKA="
"602","166.3","2.7","3.9","29.5","Laksa ","https://asset.kompas.com/crops/cmvexYXhxB1oyebUTtLncpQTxNE=/256x116:1280x798/750x500/data/photo/2022/10/11/63455e3290f0e.jpg"
"603","85","5.7","0.3","15.4","pete cina biji muda","https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/11/02042448/X-Manfaat-Petai-Cina-untuk-Kesehatan-Tubuh.jpg"
"604","56","0.9","0.2","14.3","Langsat","https://st4.depositphotos.com/12727742/21449/i/450/depositphotos_214494426-stock-photo-lanzones-fruit-on-white-isolated.jpg"
"605","389","6.6","15.7","55.5","Lapis legit","https://kurio-img.kurioapps.com/21/03/03/fba953f2-c456-49e3-bec5-7adc1cbfd5a6.jpe"
"607","372","12","29.4","14.4","Lemak ikan","https://statik.tempo.co/data/2017/08/15/id_632737/632737_620.jpg"
"608","818","1.5","90","0","Lemak Kerbau","https://awsimages.detik.net.id/community/media/visual/2016/07/11/01bf592f-fb72-43f1-a0c5-df9c28e4fd17.jpg?w=851"
"609","34","0.5","0.8","6.2","Lemon segar","https://asset.kompas.com/crops/rhXo_XxmQeotI8VocNxI-r4P_z4=/192x230:1728x1254/1200x800/data/photo/2021/02/03/601a928049052.jpg"
"610","36","0","0","10","Lemon Squash","https://i0.wp.com/blog.duniamasak.com/wp-content/uploads/Manfaat-dari-Citrus-Squash.jpg?fit=900%2C520&ssl=1"
"611","30","0","0","8","Lemonade","https://awsimages.detik.net.id/community/media/visual/2020/12/11/lemonade.jpeg?w=700&q=90"
"612","221.3","3.8","3.6","43.4","Lemper ","https://awsimages.detik.net.id/community/media/visual/2022/03/30/resep-lemper-ayam_43.jpeg?w=1200"
"613","320","3.5","5.7","63.7","Lempog durian","https://www.wowkeren.com/display/images/photo/2019/11/01/00281112s7.jpg"
"614","181","2.8","1.2","39.8","Lepok/Ubi rumput","https://cdn.idntimes.com/content-images/community/2022/11/1668220355020-b9525602b7a0cdcf30573dba18d33241-b3058ccbd7818c38ec418081753661ba.jpg"
"615","33","1.9","0.1","7.4","Leunca buah","https://asset.kompas.com/crops/VIU7rFIvSmmh1ZsQ2xoBcH70ljU=/0x0:996x664/750x500/data/photo/2020/09/28/5f70e1ea615e3.jpg"
"616","240","7.8","0.5","51.3","Leupeut Ketan ","https://sweetrip.id/wp-content/uploads/2021/05/171584083_119493940234318_4941248120678130162_n.jpg"
"617","387","16","22","3","sosis hati","https://st3.depositphotos.com/1008077/13205/i/600/depositphotos_132052478-stock-photo-calf-liver-sausage.jpg"
"618","19","0.9","0.1","4.2","Lobak","https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/09/29035721/Kandungan-Nutrisi-pada-Lobak-Putih-yang-Baik-bagi-Kesehatan.jpg"
"619","27","0.4","0.2","6","Lontar segar","https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/2022/12/07/254567740.jpg"
"620","38","1.1","0.3","7.6","Lumai/Leunca segar","https://sibejajo.com/asset/foto_produk/FB_IMG_1646812082738.jpg"
"621","164","1.8","2.1","34.5","Lupis ketan","https://asset.kompas.com/crops/TRFlnZa303pT0iwa7gkId4MCWSA=/0x54:1000x720/750x500/data/photo/2020/06/24/5ef30e98cb1e8.jpg"
"622","294","0.3","0","79.5","Madu","https://asset.kompas.com/crops/xLLMihh3EZy1CwtkPn_4DGDwe9A=/0x8:1000x675/750x500/data/photo/2020/11/12/5facc84db5083.jpg"
"623","341","0.3","0","85","Maizena tepung","https://cf.shopee.co.id/file/f6160b3c0d2189ab6140e6a81c2168cb"
"624","363","8.7","0.4","78.7","Makaroni","https://img.freepik.com/free-photo/horizontal-view-butterfly-uncooked-pastas-brown-bowl-mixed-color-table-high-resolution-photo_140725-86866.jpg?w=1060&t=st=1684233335~exp=1684233935~hmac=5e53a5f2f8d8db6b49b05831a1ffda6004b9b1fc696423217781874c3ef92e9c"
"625","63","2.4","0.4","12.4","Mangga benggala segar","https://ik.imagekit.io/dcjlghyytp1/2020/10/mangga-indramayu.jpg?tr=f-auto,w-380"
"626","44","0.7","0.2","11.2","Mangga Gedong","https://www.rumahtanaman.com/wp-content/uploads/2014/05/GG.jpg"
"627","63","0.5","0.2","16.7","Mangga Golek","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/12/9/98f71686-5832-459e-9732-11f0cc62ac2c.jpg"
"628","46","0.4","0.2","11.9","Mangga Harum Manis","https://www.rumahtanaman.com/wp-content/uploads/2018/01/Slide8.jpg"
"629","72","0.8","0.2","18.7","Mangga Indramayu","https://asset.kompas.com/crops/oO0XncIXQSUeIA_Uc4k1_y9V5gM=/0x44:1000x711/750x500/data/photo/2022/06/18/62ad5b3acadca.jpg"
"630","56","0.4","0.2","14.6","Mangga Kopek","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/25/8e436ae5-3754-4c1b-a211-f2c8b50b86f1.jpg"
"631","86","0.7","0.5","19.8","Mangga kwini segar","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/11/22/5c712852-cd55-4c17-9515-f47bdfb1bf7f.jpg"
"632","133","1","0.1","32.1","Mangga manalagi segar","https://images.tokopedia.net/img/cache/700/VqbcmM/2021/11/12/71d9b8e5-1a32-465e-bcc6-0be9e8113e4a.jpg"
"633","59","0.5","0.4","15.1","Mangga Muda","https://img-cdn.medkomtek.com/5gj7IKgzhEym6vd4Wf0Bvzqak4I=/0x0/smart/filters:quality(75):strip_icc():format(webp)/article/BT9WysgDcGiXjX7j0PkI5/original/031876800_1606991796-shutterstock_306861815.jpg"
"634","52","0.7","0","12.3","Mangga segar","https://arahpantura.aboutsemarang.id/wp-content/uploads/2023/05/A6CCD5BB-60B4-46F0-87C4-A63241A9D6FC.png"
"635","63","0.6","0.6","15.6","Manggis","https://res.cloudinary.com/dk0z4ums3/image/upload/v1645702972/attached_image/manfaat-buah-manggis-untuk-kesehatan-yang-sayang-dilewatkan.jpg"
"636","720","0.6","81","0.4","Margarin","https://static.republika.co.id/uploads/images/inpicture_slide/mentega-_181004053127-973.jpg"
"637","144","3.5","1.2","29.8","Markisa segar","https://sc04.alicdn.com/kf/U9a58688525d24e25a10c656a5b19874cy.jpg"
